neighborhood,room_type,current_year_count,count_bin,price,price_range
Nob Hill,Entire home/apt,15,Less than 50,395,$300-$399
Haight-Ashbury,Private room,27,Less than 50,159,$100-$199
Mission District,Entire home/apt,12,Less than 50,130,$100-$199
Mission District,Entire home/apt,33,Less than 50,109,$100-$199
Pacific Heights,Entire home/apt,6,Less than 50,290,$200-$299
Western Addition/NOPA,Entire home/apt,150,101-150,130,$100-$199
Mission District,Entire home/apt,58,51-100,200,$200-$299
Mission District,Private room,9,Less than 50,89,Less than $100
Mission District,Entire home/apt,9,Less than 50,89,Less than $100
Western Addition/NOPA,Private room,3,Less than 50,180,$100-$199
Mission District,Entire home/apt,3,Less than 50,130,$100-$199
The Castro,Private room,3,Less than 50,59,Less than $100
Inner Sunset,Entire home/apt,9,Less than 50,136,$100-$199
Bernal Heights,Private room,12,Less than 50,79,Less than $100
Bernal Heights,Entire home/apt,8,Less than 50,250,$200-$299
Mission District,Entire home/apt,51,51-100,599,$500-$999
Bernal Heights,Entire home/apt,46,Less than 50,160,$100-$199
The Castro,Entire home/apt,10,Less than 50,149,$100-$199
SoMa,Entire home/apt,9,Less than 50,200,$200-$299
The Castro,Entire home/apt,213,201-250,175,$100-$199
Hayes Valley,Entire home/apt,23,Less than 50,160,$100-$199
Hayes Valley,Entire home/apt,19,Less than 50,195,$100-$199
Pacific Heights,Entire home/apt,3,Less than 50,800,$500-$999
Outer Sunset,Private room,11,Less than 50,100,$100-$199
Potrero Hill,Entire home/apt,3,Less than 50,350,$300-$399
Bernal Heights,Entire home/apt,96,51-100,145,$100-$199
Nob Hill,Entire home/apt,1,Less than 50,125,$100-$199
The Castro,Entire home/apt,41,Less than 50,180,$100-$199
Hayes Valley,Entire home/apt,36,Less than 50,335,$300-$399
Western Addition/NOPA,Entire home/apt,3,Less than 50,160,$100-$199
Bernal Heights,Private room,82,51-100,100,$100-$199
SoMa,Entire home/apt,12,Less than 50,400,$400-$499
Haight-Ashbury,Entire home/apt,16,Less than 50,195,$100-$199
Mission District,Private room,4,Less than 50,135,$100-$199
Haight-Ashbury,Private room,129,101-150,125,$100-$199
Inner Sunset,Private room,1,Less than 50,70,Less than $100
Potrero Hill,Entire home/apt,103,101-150,179,$100-$199
Potrero Hill,Entire home/apt,62,51-100,210,$200-$299
Mission District,Private room,5,Less than 50,160,$100-$199
Richmond District,Entire home/apt,7,Less than 50,325,$300-$399
Mission District,Private room,5,Less than 50,199,$100-$199
Bernal Heights,Entire home/apt,117,101-150,130,$100-$199
Mission District,Entire home/apt,19,Less than 50,489,$400-$499
Bernal Heights,Entire home/apt,58,51-100,360,$300-$399
Richmond District,Private room,49,Less than 50,89,Less than $100
SoMa,Private room,180,151-200,95,Less than $100
Mission District,Private room,3,Less than 50,290,$200-$299
Inner Sunset,Entire home/apt,114,101-150,177,$100-$199
Marina,Entire home/apt,2,Less than 50,350,$300-$399
SoMa,Private room,185,151-200,80,Less than $100
SoMa,Private room,174,151-200,90,Less than $100
Mission District,Private room,120,101-150,125,$100-$199
Bernal Heights,Entire home/apt,78,51-100,155,$100-$199
Richmond District,Entire home/apt,44,Less than 50,140,$100-$199
Mission District,Entire home/apt,68,51-100,160,$100-$199
Mission District,Entire home/apt,3,Less than 50,179,$100-$199
Noe Valley,Private room,12,Less than 50,83,Less than $100
Potrero Hill,Entire home/apt,6,Less than 50,299,$200-$299
Potrero Hill,Entire home/apt,2,Less than 50,2500,$1000+
Western Addition/NOPA,Entire home/apt,12,Less than 50,150,$100-$199
Bernal Heights,Entire home/apt,19,Less than 50,130,$100-$199
Pacific Heights,Entire home/apt,53,51-100,400,$400-$499
Mission District,Private room,68,51-100,72,Less than $100
The Castro,Entire home/apt,15,Less than 50,325,$300-$399
Mission District,Private room,127,101-150,80,Less than $100
Downtown,Entire home/apt,143,101-150,106,$100-$199
Haight-Ashbury,Entire home/apt,53,51-100,325,$300-$399
Bernal Heights,Entire home/apt,4,Less than 50,800,$500-$999
Potrero Hill,Entire home/apt,243,201-250,200,$200-$299
Richmond District,Entire home/apt,6,Less than 50,225,$200-$299
The Castro,Entire home/apt,177,151-200,160,$100-$199
The Castro,Entire home/apt,8,Less than 50,150,$100-$199
Pacific Heights,Entire home/apt,5,Less than 50,975,$500-$999
Richmond District,Entire home/apt,52,51-100,140,$100-$199
SoMa,Private room,53,51-100,140,$100-$199
Mission District,Entire home/apt,75,51-100,175,$100-$199
Mission District,Private room,53,51-100,125,$100-$199
Mission District,Entire home/apt,141,101-150,200,$200-$299
Outer Sunset,Entire home/apt,21,Less than 50,250,$200-$299
Mission District,Entire home/apt,6,Less than 50,230,$200-$299
Noe Valley,Private room,8,Less than 50,70,Less than $100
The Castro,Entire home/apt,4,Less than 50,200,$200-$299
Potrero Hill,Entire home/apt,40,Less than 50,210,$200-$299
Haight-Ashbury,Private room,143,101-150,69,Less than $100
Bernal Heights,Entire home/apt,13,Less than 50,120,$100-$199
Outer Sunset,Shared room,21,Less than 50,45,Less than $100
SoMa,Entire home/apt,86,51-100,199,$100-$199
Haight-Ashbury,Private room,293,251-300,90,Less than $100
The Castro,Entire home/apt,25,Less than 50,425,$400-$499
Mission District,Entire home/apt,33,Less than 50,145,$100-$199
Richmond District,Private room,120,101-150,140,$100-$199
Hayes Valley,Private room,11,Less than 50,140,$100-$199
Western Addition/NOPA,Private room,101,101-150,120,$100-$199
Inner Sunset,Entire home/apt,160,151-200,125,$100-$199
Bernal Heights,Entire home/apt,40,Less than 50,400,$400-$499
Western Addition/NOPA,Entire home/apt,7,Less than 50,130,$100-$199
Potrero Hill,Entire home/apt,107,101-150,190,$100-$199
Outer Sunset,Entire home/apt,37,Less than 50,425,$400-$499
Mission District,Entire home/apt,33,Less than 50,150,$100-$199
Potrero Hill,Private room,31,Less than 50,109,$100-$199
Mission District,Entire home/apt,24,Less than 50,250,$200-$299
Bernal Heights,Private room,76,51-100,135,$100-$199
Haight-Ashbury,Entire home/apt,34,Less than 50,425,$400-$499
Haight-Ashbury,Private room,184,151-200,53,Less than $100
Outer Sunset,Private room,104,101-150,97,Less than $100
SoMa,Private room,5,Less than 50,128,$100-$199
Mission District,Entire home/apt,29,Less than 50,275,$200-$299
Mission District,Private room,104,101-150,79,Less than $100
Mission District,Private room,132,101-150,119,$100-$199
Potrero Hill,Entire home/apt,30,Less than 50,175,$100-$199
Marina,Entire home/apt,4,Less than 50,450,$400-$499
Richmond District,Entire home/apt,7,Less than 50,350,$300-$399
Hayes Valley,Private room,83,51-100,125,$100-$199
Potrero Hill,Private room,13,Less than 50,129,$100-$199
Noe Valley,Entire home/apt,7,Less than 50,400,$400-$499
Noe Valley,Entire home/apt,5,Less than 50,300,$300-$399
The Castro,Private room,131,101-150,63,Less than $100
Outer Sunset,Entire home/apt,78,51-100,250,$200-$299
Outer Sunset,Private room,11,Less than 50,89,Less than $100
Western Addition/NOPA,Entire home/apt,20,Less than 50,395,$300-$399
Bernal Heights,Private room,41,Less than 50,89,Less than $100
The Castro,Private room,203,201-250,103,$100-$199
Mission District,Entire home/apt,25,Less than 50,125,$100-$199
Marina,Entire home/apt,10,Less than 50,900,$500-$999
Western Addition/NOPA,Private room,136,101-150,85,Less than $100
Mission District,Private room,55,51-100,160,$100-$199
Haight-Ashbury,Entire home/apt,94,51-100,150,$100-$199
The Castro,Entire home/apt,14,Less than 50,169,$100-$199
Hayes Valley,Private room,5,Less than 50,125,$100-$199
Bernal Heights,Entire home/apt,108,101-150,120,$100-$199
Bernal Heights,Entire home/apt,96,51-100,400,$400-$499
SoMa,Shared room,87,51-100,80,Less than $100
SoMa,Entire home/apt,41,Less than 50,698,$500-$999
Mission District,Entire home/apt,28,Less than 50,200,$200-$299
Mission District,Private room,4,Less than 50,200,$200-$299
Marina,Entire home/apt,42,Less than 50,250,$200-$299
Richmond District,Private room,146,101-150,98,Less than $100
Western Addition/NOPA,Entire home/apt,65,51-100,165,$100-$199
Richmond District,Private room,58,51-100,120,$100-$199
The Castro,Private room,8,Less than 50,99,Less than $100
Noe Valley,Private room,6,Less than 50,107,$100-$199
Mission District,Private room,112,101-150,68,Less than $100
Bernal Heights,Entire home/apt,105,101-150,125,$100-$199
Pacific Heights,Entire home/apt,40,Less than 50,150,$100-$199
Potrero Hill,Entire home/apt,15,Less than 50,190,$100-$199
Richmond District,Private room,72,51-100,120,$100-$199
Outer Sunset,Shared room,17,Less than 50,30,Less than $100
Hayes Valley,Entire home/apt,5,Less than 50,500,$500-$999
Richmond District,Private room,66,51-100,58,Less than $100
Mission District,Entire home/apt,19,Less than 50,300,$300-$399
Western Addition/NOPA,Entire home/apt,2,Less than 50,400,$400-$499
The Castro,Entire home/apt,81,51-100,194,$100-$199
Mission District,Shared room,31,Less than 50,49,Less than $100
Richmond District,Entire home/apt,15,Less than 50,169,$100-$199
Noe Valley,Entire home/apt,48,Less than 50,259,$200-$299
The Castro,Entire home/apt,24,Less than 50,1000,$1000+
Bernal Heights,Entire home/apt,9,Less than 50,175,$100-$199
Noe Valley,Entire home/apt,48,Less than 50,158,$100-$199
Nob Hill,Private room,79,51-100,108,$100-$199
Pacific Heights,Entire home/apt,29,Less than 50,199,$100-$199
SoMa,Private room,91,51-100,170,$100-$199
Mission District,Entire home/apt,90,51-100,180,$100-$199
Mission District,Private room,229,201-250,103,$100-$199
Hayes Valley,Entire home/apt,85,51-100,275,$200-$299
Richmond District,Private room,33,Less than 50,95,Less than $100
Mission District,Entire home/apt,128,101-150,228,$200-$299
Richmond District,Private room,124,101-150,80,Less than $100
Haight-Ashbury,Private room,126,101-150,79,Less than $100
The Castro,Private room,87,51-100,120,$100-$199
Outer Sunset,Entire home/apt,80,51-100,230,$200-$299
Outer Sunset,Shared room,16,Less than 50,30,Less than $100
Noe Valley,Entire home/apt,39,Less than 50,225,$200-$299
Mission District,Private room,39,Less than 50,82,Less than $100
Bernal Heights,Entire home/apt,1,Less than 50,361,$300-$399
SoMa,Private room,58,51-100,175,$100-$199
Outer Sunset,Entire home/apt,3,Less than 50,300,$300-$399
Marina,Entire home/apt,43,Less than 50,250,$200-$299
Mission District,Private room,96,51-100,89,Less than $100
Haight-Ashbury,Private room,129,101-150,94,Less than $100
Haight-Ashbury,Entire home/apt,174,151-200,245,$200-$299
Marina,Entire home/apt,1,Less than 50,570,$500-$999
Mission District,Entire home/apt,63,51-100,125,$100-$199
Bernal Heights,Entire home/apt,1,Less than 50,214,$200-$299
Mission District,Entire home/apt,5,Less than 50,450,$400-$499
Inner Sunset,Private room,2,Less than 50,75,Less than $100
Noe Valley,Entire home/apt,3,Less than 50,400,$400-$499
Marina,Private room,25,Less than 50,245,$200-$299
Richmond District,Entire home/apt,8,Less than 50,250,$200-$299
Richmond District,Entire home/apt,7,Less than 50,450,$400-$499
Richmond District,Private room,115,101-150,100,$100-$199
Pacific Heights,Entire home/apt,7,Less than 50,475,$400-$499
Downtown,Entire home/apt,78,51-100,100,$100-$199
Western Addition/NOPA,Entire home/apt,2,Less than 50,135,$100-$199
Hayes Valley,Entire home/apt,19,Less than 50,360,$300-$399
Bernal Heights,Private room,80,51-100,119,$100-$199
Mission District,Private room,238,201-250,59,Less than $100
Potrero Hill,Entire home/apt,7,Less than 50,240,$200-$299
Inner Sunset,Entire home/apt,133,101-150,189,$100-$199
Mission District,Entire home/apt,10,Less than 50,225,$200-$299
Bernal Heights,Private room,108,101-150,105,$100-$199
Haight-Ashbury,Private room,94,51-100,99,Less than $100
SoMa,Private room,78,51-100,130,$100-$199
Haight-Ashbury,Private room,120,101-150,89,Less than $100
Haight-Ashbury,Private room,155,151-200,79,Less than $100
Haight-Ashbury,Private room,73,51-100,99,Less than $100
Pacific Heights,Entire home/apt,9,Less than 50,169,$100-$199
Western Addition/NOPA,Entire home/apt,135,101-150,99,Less than $100
Haight-Ashbury,Entire home/apt,35,Less than 50,390,$300-$399
Noe Valley,Entire home/apt,2,Less than 50,250,$200-$299
Mission District,Entire home/apt,17,Less than 50,220,$200-$299
The Castro,Entire home/apt,55,51-100,525,$500-$999
Marina,Entire home/apt,15,Less than 50,389,$300-$399
Marina,Entire home/apt,25,Less than 50,139,$100-$199
Mission District,Private room,33,Less than 50,79,Less than $100
SoMa,Private room,69,51-100,85,Less than $100
The Castro,Entire home/apt,102,101-150,150,$100-$199
Bernal Heights,Private room,90,51-100,89,Less than $100
The Castro,Private room,9,Less than 50,115,$100-$199
Mission District,Entire home/apt,5,Less than 50,250,$200-$299
The Castro,Entire home/apt,9,Less than 50,180,$100-$199
Marina,Entire home/apt,100,51-100,200,$200-$299
Marina,Private room,46,Less than 50,149,$100-$199
Hayes Valley,Entire home/apt,4,Less than 50,175,$100-$199
Bernal Heights,Entire home/apt,6,Less than 50,225,$200-$299
Inner Sunset,Entire home/apt,1,Less than 50,200,$200-$299
The Castro,Private room,1,Less than 50,141,$100-$199
Marina,Entire home/apt,1,Less than 50,500,$500-$999
Mission District,Entire home/apt,18,Less than 50,350,$300-$399
Pacific Heights,Entire home/apt,11,Less than 50,201,$200-$299
Western Addition/NOPA,Entire home/apt,3,Less than 50,395,$300-$399
Hayes Valley,Private room,54,51-100,130,$100-$199
Haight-Ashbury,Entire home/apt,70,51-100,190,$100-$199
Mission District,Entire home/apt,6,Less than 50,320,$300-$399
Potrero Hill,Private room,69,51-100,89,Less than $100
Pacific Heights,Entire home/apt,18,Less than 50,1200,$1000+
Mission District,Entire home/apt,11,Less than 50,160,$100-$199
The Castro,Entire home/apt,24,Less than 50,210,$200-$299
Marina,Entire home/apt,74,51-100,245,$200-$299
Noe Valley,Private room,31,Less than 50,83,Less than $100
Downtown,Entire home/apt,13,Less than 50,340,$300-$399
Mission District,Entire home/apt,15,Less than 50,120,$100-$199
Mission District,Private room,44,Less than 50,120,$100-$199
The Castro,Entire home/apt,143,101-150,189,$100-$199
Pacific Heights,Private room,55,51-100,175,$100-$199
Bernal Heights,Entire home/apt,4,Less than 50,250,$200-$299
Mission District,Private room,80,51-100,500,$500-$999
Nob Hill,Entire home/apt,15,Less than 50,110,$100-$199
Hayes Valley,Private room,1,Less than 50,70,Less than $100
SoMa,Entire home/apt,102,101-150,308,$300-$399
Richmond District,Entire home/apt,207,201-250,180,$100-$199
The Castro,Entire home/apt,102,101-150,225,$200-$299
Mission District,Entire home/apt,4,Less than 50,500,$500-$999
Richmond District,Entire home/apt,6,Less than 50,175,$100-$199
Downtown,Entire home/apt,129,101-150,171,$100-$199
Bernal Heights,Entire home/apt,24,Less than 50,200,$200-$299
Haight-Ashbury,Entire home/apt,18,Less than 50,165,$100-$199
Marina,Entire home/apt,4,Less than 50,1500,$1000+
The Castro,Private room,90,51-100,95,Less than $100
Inner Sunset,Private room,118,101-150,89,Less than $100
Hayes Valley,Entire home/apt,47,Less than 50,248,$200-$299
Bernal Heights,Entire home/apt,4,Less than 50,185,$100-$199
Mission District,Private room,38,Less than 50,89,Less than $100
Mission District,Private room,38,Less than 50,144,$100-$199
Western Addition/NOPA,Entire home/apt,11,Less than 50,260,$200-$299
Western Addition/NOPA,Private room,43,Less than 50,95,Less than $100
Mission District,Private room,58,51-100,135,$100-$199
The Castro,Private room,49,Less than 50,119,$100-$199
Mission District,Entire home/apt,1,Less than 50,400,$400-$499
The Castro,Entire home/apt,1,Less than 50,375,$300-$399
Mission District,Entire home/apt,66,51-100,180,$100-$199
Haight-Ashbury,Private room,137,101-150,152,$100-$199
Mission District,Entire home/apt,2,Less than 50,2000,$1000+
Mission District,Private room,69,51-100,165,$100-$199
Bernal Heights,Entire home/apt,113,101-150,180,$100-$199
Haight-Ashbury,Entire home/apt,60,51-100,400,$400-$499
Outer Sunset,Entire home/apt,106,101-150,159,$100-$199
Mission District,Entire home/apt,18,Less than 50,220,$200-$299
Potrero Hill,Private room,19,Less than 50,120,$100-$199
Potrero Hill,Entire home/apt,17,Less than 50,154,$100-$199
Western Addition/NOPA,Entire home/apt,78,51-100,185,$100-$199
Richmond District,Entire home/apt,11,Less than 50,125,$100-$199
Western Addition/NOPA,Entire home/apt,79,51-100,389,$300-$399
Hayes Valley,Entire home/apt,7,Less than 50,160,$100-$199
